9.896612894535065097e-01;1.033871146144520019e-02
9.826850032806396795e-01;1.731500312512082584e-02
9.902502608299255105e-01;9.749741539541993685e-03
9.899112284183502197e-01;1.008877453936508906e-02
9.902343928813934770e-01;9.765603663392226005e-03
9.902441883087158558e-01;9.755816398684761040e-03
9.902335000038147150e-01;9.766505579382940908e-03
9.337024512887001082e-01;6.629755369169287871e-02
3.852522657951339968e-01;6.147477291524410248e-01
1.485944931319084679e-02;9.851405584812163996e-01
1.485898939463719051e-02;9.851410186290741056e-01
1.743997426723001981e-02;9.825600266456604448e-01
1.781056009534950219e-02;9.821894526481628196e-01
2.668740246237575817e-02;9.733125913143158003e-01
