9.818112397193908825e-01;1.818876679164072030e-02
9.817319488525391158e-01;1.826805615366028021e-02
9.818722176551818448e-01;1.812778943693730410e-02
9.594849996268749459e-01;4.051500851586425228e-02
9.816001176834106001e-01;1.839988418784816934e-02
9.818716025352478560e-01;1.812840567918062168e-02
9.818682277202606112e-01;1.813177950993570889e-02
9.818461728096008478e-01;1.815382873443297657e-02
9.564115418987545469e-01;4.358846885581115632e-02
2.861228199848151604e-02;9.713877218961716187e-01
3.284394303729141346e-02;9.671560555696487871e-01
2.865676496260324141e-02;9.713432407379150035e-01
2.861268084435825490e-02;9.713873213529586881e-01
3.828572840581170172e-02;9.617142730951309115e-01
