9.982638859748840243e-01;1.736112181313391543e-03
9.982715344429016202e-01;1.728470757847464434e-03
9.982618248462676869e-01;1.738171790873159006e-03
9.982649827003479137e-01;1.735017933749696860e-03
9.982646512985229315e-01;1.735348274596543259e-03
9.531614585220813396e-01;4.683854032838653814e-02
5.896117347869203051e-01;4.103882626432587832e-01
9.980606734752655029e-01;1.939321324151547328e-03
5.303296510020664156e-01;4.696703429558692910e-01
2.141550385446271410e-01;7.858449646332883454e-01
5.754384513619028793e-03;9.942456173896789817e-01
6.308689342404250056e-03;9.936913025379180420e-01
6.566490230571156266e-03;9.934335052967071533e-01
6.023919307950315397e-03;9.939760887622832719e-01
