9.976389348506927712e-01;2.361070737018108705e-03
9.976511883735657005e-01;2.348816072411507444e-03
9.976466131210327548e-01;2.353386124476917335e-03
9.976248276233673495e-01;2.375174161783282379e-03
9.976468670368194847e-01;2.353135089049327063e-03
9.976444363594054732e-01;2.355567850325924507e-03
9.969306492805480868e-01;3.069350823907654978e-03
9.759291100502014427e-01;2.407088853397909914e-02
6.301933512761025147e-02;9.369806655868887502e-01
9.893467523623257487e-02;9.010653283447027651e-01
3.875307134835959816e-03;9.961246931552887318e-01
3.874894666671866838e-03;9.961251151561737460e-01
3.890699157771412321e-03;9.961092996597290528e-01
6.075211989429094711e-03;9.939247918128967241e-01
