9.681498038768768799e-01;3.185019374823612470e-02
9.681498086452484664e-01;3.185019047259298602e-02
9.681495320796966730e-01;3.185046755135188118e-02
9.681499898433685303e-01;3.185000888797490798e-02
9.681499373912810791e-01;3.185006158337625598e-02
9.672832334041595592e-01;3.271676425365454416e-02
3.852552440557591718e-01;6.147447550662193949e-01
9.575679159164428578e-01;4.243209358952357291e-02
3.987446177378297096e-01;6.012553840875625166e-01
1.262562196233430467e-01;8.737437836755997944e-01
5.982402962589079831e-02;9.401759654283523560e-01
6.401110920589417330e-02;9.359888845682143854e-01
6.012582362214743958e-02;9.398741739988326627e-01
6.014652940524684022e-02;9.398534673452377808e-01
