9.971060037612915483e-01;2.893998073928153586e-03
9.973396635055542525e-01;2.660331810800212714e-03
9.973584222793578924e-01;2.641575176418573933e-03
9.973687767982483132e-01;2.631223491314582143e-03
9.973687124252319514e-01;2.631285327724739408e-03
9.973675870895385431e-01;2.632411326587695988e-03
9.973682355880737482e-01;2.631762951345867265e-03
7.948467702583479344e-01;2.051532194847732193e-01
7.913146441290155320e-01;2.086853583785705235e-01
4.077442215854110326e-03;9.959225606918334917e-01
8.885353133082389207e-03;9.911146426200866388e-01
3.577944314365611583e-02;9.642205590009689242e-01
4.433963280777675382e-03;9.955660390853882102e-01
1.066202367816003992e-02;9.893379688262939897e-01
