9.825568020343780073e-01;1.744320312833900349e-02
9.825568282604217885e-01;1.744317220602391999e-02
9.825556147098540860e-01;1.744438916040395859e-02
9.825580799579620717e-01;1.744192253131784595e-02
9.825573885440825883e-01;1.744261395898235451e-02
9.825564539432525279e-01;1.744354785850016701e-02
9.824979484081268755e-01;1.750204978172222384e-02
9.825336980819702193e-01;1.746630159105191926e-02
5.042105527943931825e-02;9.495789408683776855e-01
2.228652959252940546e-01;7.771347016561775956e-01
3.176630067469903007e-02;9.682336938381195246e-01
3.211928945515410416e-02;9.678807127475738126e-01
3.207451660634433321e-02;9.679254913330077592e-01
3.159568605396634311e-02;9.684043157100677979e-01
