9.974470961093903076e-01;2.552908314388115801e-03
9.975012433528900324e-01;2.498755208067659963e-03
9.975425529479980957e-01;2.457450303873551234e-03
9.975675916671753463e-01;2.432407295476029206e-03
9.975668573379516957e-01;2.433143959720145393e-03
9.975565290451049449e-01;2.443469237033169764e-03
9.975593364238739547e-01;2.440660181780666352e-03
9.967862403392792059e-01;3.213759394277825726e-03
8.875660686194897231e-01;1.124339305308239972e-01
6.758929055941585891e-03;9.932410752773285223e-01
6.758934681511582707e-03;9.932410728931426735e-01
9.089644556333952019e-03;9.909103500843048362e-01
6.766843158941332134e-03;9.932331597805023060e-01
6.896113869670443888e-03;9.931038916110992432e-01
