9.988992369174957142e-01;1.100764696869514303e-03
9.988981997966766002e-01;1.101804671700598419e-03
9.988986051082611173e-01;1.101390255921199865e-03
9.988977921009063454e-01;1.102205240824494009e-03
9.988978040218353671e-01;1.102197235582816565e-03
9.988970100879669411e-01;1.102986730897879573e-03
9.988863229751586692e-01;1.113679719417754984e-03
9.988913381099701061e-01;1.108656939347890669e-03
3.980602093259221624e-02;9.601939880847930597e-01
7.520447551010875364e-02;9.247955310344696533e-01
1.138616486779766776e-02;9.886138379573822244e-01
1.133868630642297960e-02;9.886613154411315607e-01
1.134843554972639508e-02;9.886515665054321778e-01
1.133775992964634882e-02;9.886622428894042969e-01
