9.902258241176604692e-01;9.774178434364823309e-03
9.902348923683166326e-01;9.765107154896070230e-03
9.902315032482147394e-01;9.768496940800753051e-03
9.901632273197173983e-01;9.836777531849827741e-03
9.902320003509521573e-01;9.768001052262324790e-03
9.902314293384552046e-01;9.768575435917099120e-03
9.902319955825805708e-01;9.768005897497787637e-03
9.901869106292724432e-01;9.813091566486964457e-03
9.900307619571685480e-01;9.969241941974229734e-03
1.678084747715778008e-02;9.832191532850265148e-01
1.681666168571357631e-02;9.831833368539810714e-01
1.678019006446129432e-02;9.832198041677474576e-01
1.678302860840734032e-02;9.832169765233993441e-01
1.678581148213512467e-02;9.832141953706741155e-01
